,,,Substation_1,Substation_2,,Maximum Current Imax (A),,,,,,,Dynamic line rating (DLR),,Electrical Parameters,,,,
NE_name,EIC_Code,TSO,Full_name,Full_name,Voltage_level(kV),Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Fixed,DLRmin(A),DLRmax(A),Resistance_R(Ω),Reactance_X(Ω),Susceptance_B(μS),Length_(km),Comment
Brazi Vest - Targoviste A,30TBRAZ220TIRG1D,TEL,Brazi Vest,Targoviste A,220,870.00,970.00,1062.00,,,,,,,3.60,21.20,136.00,50.00,
Brazi Vest - Targoviste B,30TBRAZ220TIRG2B,TEL,Brazi Vest,Targoviste B,220,870.00,970.00,1062.00,,,,,,,3.60,21.20,136.00,50.00,
Brazi Vest - Teleajen,30TBRAZ220TELE-U,TEL,Brazi Vest,Teleajen,220,,,,,,,720.00,,,1.30,12.40,123.00,32.80,
Bucuresti Sud - Domnesti,30TBUCU400DOMN-Z,TEL,Bucuresti Sud,Domnesti,380,1740.00,1920.00,1920.00,,,,,,,1.21,11.40,113.40,44.00,
Bucuresti Sud - Gura Ialomitei,30TBUCU400GIAL-R,TEL,Bucuresti Sud,Gura Ialomitei,380,1740.00,1920.00,1920.00,,,,,,,4.99,47.10,468.20,140.00,
Bucuresti Sud - Pelicanu,30TBUCU400PELI-W,TEL,Bucuresti Sud,Pelicanu,380,1740.00,1920.00,1920.00,,,,,,,3.83,36.25,446.30,119.00,
Bucuresti Sud - Ghizdaru d. Mostistea,30TBUCU220GHMO-E,TEL,Bucuresti Sud,d. Mostistea,220,,,,,,,561.00,,,0.35,2.05,13.00,4.80,
Bucuresti Sud - Fundeni c1,30TBUCU220FUND1H,TEL,Bucuresti Sud,Fundeni,220,870.00,970.00,1062.00,,,,,,,1.80,10.50,67.58,25.00,
Bucuresti Sud - Fundeni c2,30TBUCU220FUND2F,TEL,Bucuresti Sud,Fundeni,220,870.00,970.00,1062.00,,,,,,,1.80,10.50,67.58,25.00,
Bucuresti Sud - Ghizdaru,30TBUCU220GHIZ-Y,TEL,Bucuresti Sud,Ghizdaru,220,870.00,960.00,960.00,,,,,,,5.14,30.40,196.00,72.00,
Calea Aradului - Sacalaz,30TCARA220SACA-P,TEL,Calea Aradului,Sacalaz,220,870.00,960.00,960.00,,,,,,,0.55,3.27,21.02,47.63,
Campia Turzii - Iernut,30TCTRZ220IERN-6,TEL,Campia Turzii,Iernut,220,800.00,890.00,978.00,,,,,,,4.80,26.90,173.00,51.00,
Cernavoda - Constanta Nord,30TCERN400CONS-W,TEL,Cernavoda,Constanta Nord,380,1740.00,1920.00,1920.00,,,,,,,2.38,22.38,251.90,73.00,
Cernavoda - Gura Ialomitei c1,30TCERN400GIAL1X,TEL,Cernavoda,Gura Ialomitei,380,1740.00,1920.00,1920.00,,,,,,,2.26,20.80,246.10,60.00,
Cernavoda - Gura Ialomitei c2,30TCERN400GIAL2V,TEL,Cernavoda,Gura Ialomitei,380,1740.00,1920.00,1920.00,,,,,,,2.14,20.06,227.30,67.00,
Cernavoda - Pelicanu,30TCERN400PELI-5,TEL,Cernavoda,Pelicanu,380,1740.00,1920.00,1920.00,,,,,,,3.23,30.20,344.90,95.00,
Cernavoda - Gura Ialomitei c3,30TCERN400GIAL3T,TEL,Cernavoda,Gura Ialomitei,380,,,,,,,2000.00,,,1.49,15.23,224.45,55.10,
Cernavoda - Gura Ialomitei c4,30TCERN400GIAL4R,TEL,Cernavoda,Gura Ialomitei,380,,,,,,,1740.00,,,2.19,20.49,238.84,67.50,
Cetate - Calafat,30TCALF220CETA-C,TEL,Cetate,Calafat,220,,,,,,,720.00,,,2.50,14.78,95.13,36.00,
Cetate - Portile de Fier c1,30TCETA220PDFE14,TEL,Cetate,Portile de Fier,220,870.00,970.00,1062.00,,,,,,,6.56,38.84,250.00,92.00,
Cetate - Portile de Fier c2,30TCETA220PDFE22,TEL,Cetate,Portile de Fier,220,870.00,970.00,1062.00,,,,,,,6.56,38.84,250.00,92.00,
Cluj Floresti - Alba Iulia,30TAIUL220CJFL-3,TEL,Cluj Floresti,Alba Iulia,220,800.00,890.00,978.00,,,,,,,7.20,40.40,260.00,96.00,
Cluj Floresti - Campia Turzii,30TCJFL220CTRZ-R,TEL,Cluj Floresti,Campia Turzii,220,870.00,970.00,1062.00,,,,,,,1.98,11.76,143.00,41.00,
Cluj Floresti - Mariselu,30TCJFL220MARI-2,TEL,Cluj Floresti,Mariselu,220,870.00,960.00,960.00,,,,,,,1.80,10.70,69.00,25.00,
Craiova Nord - Isalnita c1,30TCRAI220ISAL1H,TEL,Craiova Nord,Isalnita,220,,,,,,,1185.00,,,0.57,3.71,15.00,10.00,
Craiova Nord - Isalnita c2,30TCRAI220ISAL2F,TEL,Craiova Nord,Isalnita,220,870.00,970.00,1062.00,,,,,,,0.68,3.84,26.00,10.00,
Craiova Nord - Sardanesti,30TCRAI220SARD-7,TEL,Craiova Nord,Sardanesti,220,800.00,890.00,978.00,,,,,,,5.40,29.35,188.00,68.60,
Craiova Nord - Slatina,30TCRAI220SLAT-9,TEL,Craiova Nord,Slatina,220,1600.00,1780.00,1920.00,,,,,,,2.00,10.32,266.00,49.00,
Domnesti - Brazi Vest,30TBRAZ400DOMN-6,TEL,Domnesti,Brazi Vest,380,1740.00,1920.00,1920.00,,,,,,,2.27,21.46,213.00,64.00,
Domnesti - Urechesti,30TDOMN400UREC-Q,TEL,Domnesti,Urechesti,380,1740.00,1920.00,1920.00,,,,,,,9.35,88.25,877.20,263.00,
FAI - Gutinas,30TGUTI220IASI-A,TEL,FAI,Gutinas,220,870.00,970.00,1062.00,,,,,,,13.50,79.80,513.00,190.00,
FAI - Munteni,30TIASI220MUNV-I,TEL,FAI,Munteni,220,870.00,960.00,960.00,,,,,,,5.28,31.20,200.00,74.00,
FAI - Suceava,30TIASI220SUCE-3,TEL,FAI,Suceava,220,,,,,,,720.00,,,8.23,48.75,313.00,116.00,
Fantanele - Gheorgheni,30TFINT220GHEO-R,TEL,Fantanele,Gheorgheni,220,800.00,890.00,978.00,,,,,,,6.20,32.70,210.00,78.00,
Filesti - Lacu Sarat,30TFILE220LACS-F,TEL,Filesti,Lacu Sarat,220,800.00,890.00,978.00,,,,,,,2.10,12.20,78.00,29.00,
Focsani Vest - Barbosi,30TBARB220FCSV-6,TEL,Focsani Vest,Barbosi,220,800.00,890.00,978.00,,,,,,,5.81,30.49,204.91,90.00,
Gadalin - Cluj Est,30TCLES400GADA-X,TEL,Gadalin,Cluj Est,380,,,,,,,960.00,,,0.69,6.50,65.00,19.00,
Gheorgheni - Stejaru,30TGHEO220STEJ-L,TEL,Gheorgheni,Stejaru,220,800.00,890.00,960.00,,,,,,,5.30,27.90,180.00,59.50,
Ghizdaru - Turnu Magurele,30TGHIZ220TMAG-W,TEL,Ghizdaru,Turnu Magurele,220,870.00,970.00,1062.00,,,,,,,5.83,34.54,222.00,82.00,
Gradiste - Isalnita,30TGRAD220ISAL-J,TEL,Gradiste,Isalnita,220,870.00,970.00,1062.00,,,,,,,2.56,15.17,290.99,60.00,
Gura Ialomitei - Lacu Sarat,30TGIAL400LACS-E,TEL,Gura Ialomitei,Lacu Sarat,380,1740.00,1920.00,1920.00,,,,,,,2.38,23.70,233.00,71.00,
Gutinas - Brasov,30TBRAS400GUTI-F,TEL,Gutinas,Brasov,380,1740.00,1920.00,1920.00,,,,,,,4.40,41.30,410.00,123.00,
Gutinas - Smardan,30TGUTI400SMIR-C,TEL,Gutinas,Smardan,380,1740.00,1920.00,1920.00,,,,,,,4.77,45.04,448.00,134.00,
Gutinas - Dumbrava,30TDUMB220GUTI-U,TEL,Gutinas,Dumbrava,220,870.00,970.00,1062.00,,,,,,,6.43,38.10,245.00,81.00,
Gutinas - Focsani Vest,30TFCSV220GUTI-S,TEL,Gutinas,Focsani Vest,220,800.00,890.00,978.00,,,,,,,5.55,29.15,196.14,86.00,
Gutinas - Munteni,30TGUTI220MUNV-F,TEL,Gutinas,Munteni,220,870.00,960.00,960.00,,,,,,,8.30,49.10,316.00,116.00,
Hasdat - Mintia,30THASD220MINT1W,TEL,Hasdat,Mintia,220,800.00,890.00,978.00,,,,,,,1.83,10.82,70.00,26.00,
Hasdat - Otelarie H,30THASD220HDOT-D,TEL,Hasdat,Otelarie H,220,800.00,890.00,978.00,,,,,,,0.53,3.12,20.00,7.00,
Hasdat - Pestis,30THASD220PEST-I,TEL,Hasdat,Pestis,220,800.00,890.00,978.00,,,,,,,1.30,7.00,45.00,16.00,
Iaz - Resita c1,30TIAZU220RESI1Y,TEL,Iaz,Resita,220,,,,,,,720.00,,,2.18,12.91,80.00,31.00,
Iaz - Resita c2,30TIAZU220RESI2W,TEL,Iaz,Resita,220,,,,,,,720.00,,,2.18,12.91,80.00,31.00,
Iernut - Gadalin,30TGADA400IERN-T,TEL,Iernut,Gadalin,380,1740.00,1920.00,1920.00,,,,,,,1.80,16.95,168.00,51.00,
Iernut - Sibiu Sud,30TIERN400SIBI-3,TEL,Iernut,Sibiu Sud,380,1740.00,1920.00,1920.00,,,,,,,2.98,28.14,280.00,84.00,
Iernut - Ungheni c1,30TIERN220UNGH1L,TEL,Iernut,Ungheni,220,800.00,890.00,978.00,,,,,,,2.28,12.31,79.00,29.00,
Iernut - Ungheni c2,30TIERN220UNGH2J,TEL,Iernut,Ungheni,220,,,,,,,1200.00,,,1.13,10.00,97.00,29.00,
Isaccea - Lacu Sarat,30TISAC400LACS-W,TEL,Isaccea,Lacu Sarat,380,1740.00,1920.00,1920.00,,,,,,,2.38,22.49,223.50,67.00,
Isaccea - Rahman,30TISAC400RAHM-V,TEL,Isaccea,Rahman,380,1740.00,1920.00,1920.00,,,,,,,1.66,16.89,230.00,55.30,
Isaccea - Smardan c1,30TISAC400SMIR1G,TEL,Isaccea,Smardan,380,1740.00,1920.00,1920.00,,,,,,,2.00,18.10,197.00,57.10,
Isaccea - Smardan c2,30TISAC400SMIR2E,TEL,Isaccea,Smardan,380,1740.00,1920.00,1920.00,,,,,,,2.00,18.10,197.00,56.90,
Isaccea - Stupina,30TISAC400STPA-8,TEL,Isaccea,Stupina,380,,,,,,,2000.00,,,1.60,23.40,333.00,82.90,
Isaccea - Tulcea Vest,30TISAC400TULC-7,TEL,Isaccea,Tulcea Vest,380,1740.00,1920.00,1920.00,,,,,,,1.00,9.57,95.00,29.00,
Lotru - Sibiu Sud c1,30TLOTR220SIBI12,TEL,Lotru,Sibiu Sud,220,870.00,970.00,1062.00,,,,,,,6.25,36.96,237.00,85.00,
Lotru - Sibiu Sud c2,30TLOTR220SIBI20,TEL,Lotru,Sibiu Sud,220,870.00,970.00,1062.00,,,,,,,6.25,36.96,237.00,85.00,
Medgidia Sud - Cernavoda,30TCERN400MEDG-O,TEL,Medgidia Sud,Cernavoda,380,,,,,,,960.00,,,0.71,6.23,80.50,21.00,
Mintia - Arad,30TARAD400MINT-8,TEL,Mintia,Arad,380,1740.00,1920.00,1920.00,,,,,,,4.89,46.10,458.20,138.00,
Mintia - Pestis c1,30TMINT220PEST17,TEL,Mintia,Pestis,220,870.00,970.00,1062.00,,,,,,,1.33,7.84,50.00,19.00,
Mintia - Pestis c2,30TMINT220PEST2,TEL,Mintia,Pestis,220,870.00,970.00,1062.00,,,,,,,1.33,7.84,50.00,19.00,
Mintia - Timisoara,30TMINT220TIMI-O,TEL,Mintia,Timisoara,220,870.00,970.00,1062.00,,,,,,,9.20,54.70,352.00,130.00,
Nadab - Oradea Sud,30TORAD400NADAB7,TEL,Nadab,Oradea Sud,380,1920.00,1920.00,1920.00,,,,,,,2.35,21.06,283.90,33.60,
Oradea Sud - Rosiori,30TORAD400ROSI-1,TEL,Oradea Sud,Rosiori,380,1740.00,1920.00,1920.00,,,,,,,4.71,44.24,442.00,133.00,
Paroseni - Baru Mare,30TBARU220PARO-D,TEL,Paroseni,Baru Mare,220,800.00,890.00,978.00,,,,,,,1.60,8.50,55.00,20.00,
Paroseni - Targiu Jiu Nord,30TPARO220TRGJ-Q,TEL,Paroseni,Targu Jiu Nord,220,800.00,890.00,978.00,,,,,,,3.00,15.83,102.00,38.00,
Pestis - Otelarie H,30THDOT220PEST-E,TEL,Pestis,Otelarie H,220,800.00,890.00,978.00,,,,,,,0.83,4.73,30.43,11.00,
Portile de Fier - Urechesti,30TPDFE400UREC-L,TEL,Portile de Fier,Urechesti,380,1740.00,1920.00,1920.00,,,,,,,3.03,28.40,282.00,85.00,
Portile de Fier - Resita c1,30TPDFE220RESI1S,TEL,Portile de Fier,Resita,220,870.00,960.00,960.00,,,,,,,8.30,49.14,316.00,117.00,
Portile de Fier - Resita c2,30TPDFE220RESI2Q,TEL,Portile de Fier,Resita,220,870.00,960.00,960.00,,,,,,,8.30,49.14,316.00,117.00,
Portile de Fier - Turnu Severin Est c1,30TDROB220PDFE1S,TEL,Portile de Fier,Turnu Severin Est,220,870.00,960.00,960.00,,,,,,,0.92,5.45,35.00,13.00,
Portile de Fier - Turnu Severin Est c2,30TDROB220PDFE2Q,TEL,Portile de Fier,Turnu Severin Est,220,870.00,970.00,1062.00,,,,,,,0.92,5.45,35.00,13.00,
Raureni - Stuparei,30TRIUR220STUP-M,TEL,Raureni,Stuparei,220,870.00,960.00,960.00,,,,,,,0.90,5.10,33.00,12.00,
Resita - Timisoara c1,30TRESI220TIMI1L,TEL,Resita,Timisoara,220,870.00,960.00,960.00,,,,,,,5.20,30.70,197.00,73.00,
Resita - Timisoara c2,30TRESI220TIMI2J,TEL,Resita,Timisoara,220,870.00,960.00,960.00,,,,,,,5.20,30.70,197.00,73.00,
Retezat - Hasdat,30THASD220RETE-A,TEL,Retezat,Hasdat,220,,,,,,,1200.00,,,0.98,13.80,137.00,41.00,
Roman Nord - Suceava,30TROMN400SUCE-S,TEL,Roman Nord,Suceava,380,1740.00,1920.00,1920.00,,,,,,,3.53,33.34,331.00,99.50,
Rosiori - Gadalin,30TGADA400ROSI-A,TEL,Rosiori,Gadalin,380,1740.00,1920.00,1920.00,,,,,,,4.20,39.70,395.00,119.00,
Rosiori - Vetis,30TROSI220VETI--R,TEL,Rosiori,Vetis,220,,,,,,,720.00,,,2.45,14.70,94.50,35.00,
Sacalaz - Timisoara,30TSACA220TIMI-K,TEL,Sacalaz,Timisoara,220,870.00,960.00,960.00,,,,,,,1.70,10.30,66.00,25.00,
Sardanesti - Urechesti,30TSARD220UREC-9,TEL,Sardanesti,Urechesti,220,800.00,890.00,978.00,,,,,,,5.14,28.34,182.00,65.90,
Sibiu Sud - Mintia,30TMINT400SIBI-Z,TEL,Sibiu Sud,Mintia,380,1740.00,1920.00,1920.00,,,,,,,4.62,43.58,433.00,130.00,
Sibiu Sud - Tantareni,30TSIBI400TINT-1,TEL,Sibiu Sud,Tantareni,380,1740.00,1920.00,1920.00,,,,,,,9.23,87.10,866.00,264.00,
Slatina - Bucuresti Sud,30TBUCU400SLAT-R,TEL,Slatina,Bucuresti Sud,380,1740.00,1920.00,1920.00,,,,,,,6.14,58.00,576.00,172.00,
Slatina - Draganesti Olt,30TDRGO400SLAT-G,TEL,Slatina,Draganesti Olt,380,,,,,,,960.00,,,1.11,11.45,114.50,34.00,
Slatina - Portile de Fier,30TPDFE400SLAT-S,TEL,Slatina,Portile de Fier,380,1740.00,1920.00,1920.00,,,,,,,5.60,52.80,526.00,158.00,
Slatina - Tantareni,30TSLAT400TINTC,TEL,Slatina,Tantareni,380,1740.00,1920.00,1920.00,,,,,,,2.98,28.14,280.00,84.00,
Slatina - Gradiste,30TGRAD220SLAT-7,TEL,Slatina,Gradiste,220,870.00,970.00,1062.00,,,,,,,1.26,7.47,93.05,23.30,
Smardan - Lacu Sarat,30TLACS400SMIR-F,TEL,Smardan,Lacu Sarat,380,1740.00,1920.00,1920.00,,,,,,,1.20,11.36,113.00,34.00,
Stalpu - Teleajen,30TTLP220TELEAJC,TEL,Stalpu,Teleajen,220,,,,,,,960.00,,,1.90,17.90,178.00,53.00,
Stejaru - Dumbrava,30TDUMB220STEJ-K,TEL,Stejaru,Dumbrava,220,870.00,970.00,1062.00,,,,,,,2.40,14.20,91.00,34.00,
Stuparei - Bradu,30TBRAD220STUP-1,TEL,Stuparei,Bradu,220,870.00,970.00,1062.00,,,,,,,5.00,29.70,191.00,71.00,
Tantareni - Urechesti,30TTINT400UREC-4,TEL,Tantareni,Urechesti,380,1740.00,1920.00,1920.00,,,,,,,2.50,23.30,232.00,70.00,
Tariverde - Constanta Nord,30TCONS400TARV-Y,TEL,Tariverde,Constanta Nord,380,1740.00,1920.00,1920.00,,,,,,,1.68,15.86,176.40,49.50,
Tihau - Cluj Floresti,30TCJFL220TIHA-L,TEL,Tihau,Cluj Floresti,220,870.00,960.00,960.00,,,,,,,4.70,28.00,180.00,67.00,
Tihau - Salaj,30TSALJ220TIHA-N,TEL,Tihau,Salaj,220,870.00,960.00,960.00,,,,,,,1.92,11.34,73.00,27.00,
Tulcea Vest - Tariverde,30TTARV400TULC1W,TEL,Tulcea Vest,Tariverde,380,,,,,,,1920.00,,,2.39,22.66,288.54,74.80,
Turnu Magurele - Craiova Nord,30TCRAI220TMAG-0,TEL,Turnu Magurele,Craiova Nord,220,870.00,970.00,1062.00,,,,,,,8.55,50.60,325.00,120.00,
Ungheni - Fantanele,30TFINT220UNGH-0,TEL,Ungheni,Fantanele,220,800.00,890.00,978.00,,,,,,,2.00,11.30,73.00,26.00,
Urechesti - Targu Jiu Nord,30TTRGJ220UREC-1,TEL,Urechesti,Targu Jiu Nord,220,800.00,890.00,978.00,,,,,,,1.35,7.57,49.00,18.00,
Bergum-Vierverlaten 220 W,49T000000000068R,TENNET NL,Bergum,Vierverlaten,220,2500.00,2500.00,,,,,,,,0.73,8.28,153.30,32.48,
Bergum - Robbenplaat 220 Z,49T0000000001076,TENNET NL,Bergum,Robbenplaat,220,2300.00,2500.00,,,,,,,,1.71,19.69,313.82,72.41,
Beverwijk-Vijfhuizen 380 W,49T000000000049V,TENNET NL,Beverwijk,Vijfhuizen,380,3000.00,3000.00,,,,,,,,0.37,2.86,164.00,14.31,
Beverwijk-Vijfhuizen 380 Z,49T000000000048X,TENNET NL,Beverwijk,Vijfhuizen,380,3000.00,3000.00,,,,,,,,0.37,2.86,164.00,14.31,
Bleiswijk-Vijfhuizen 380 O,49T000000000047Z,TENNET NL,Bleiswijk,Vijfhuizen,380,3000.00,3000.00,,,,,,,,1.07,10.19,1425.93,45.94,
Bleiswijk-Vijfhuizen 380 P,49T0000000000460,TENNET NL,Bleiswijk,Vijfhuizen,380,3000.00,3000.00,,,,,,,,1.07,10.19,1425.93,45.94,
Borssele-Rilland 380 G,49T000000000057W,TENNET NL,Borssele,Rilland,380,2500.00,3300.00,,,,,,2500.00,4000.00,0.87,10.18,153.07,38.92,
Borssele-Rilland 380 Z,49T000000000059S,TENNET NL,Borssele,Rilland,380,2500.00,3300.00,,,,,,2500.00,4000.00,0.87,10.18,153.07,38.92,
Breukelen Kortrijk-Diemen 380 W,49T0000000000088,TENNET NL,Breukelen Kortrijk,Diemen,380,2500.00,3100.00,,,,,,,,0.44,5.16,134.30,20.01,
Crayestein-Krimpen a/d IJssel 380 W,49T0000000000347,TENNET NL,Crayestein,Krimpen a/d IJssel,380,4000.00,4000.00,,,,,,,,0.23,3.60,71.70,14.84,
Crayestein-Krimpen a/d IJssel 380 Z,49T0000000000339,TENNET NL,Crayestein,Krimpen a/d IJssel,380,4000.00,4000.00,,,,,,,,0.23,3.60,71.70,14.84,
Diemen-Lelystad 380 W,49T0000000000096,TENNET NL,Diemen,Lelystad,380,4000.00,4000.00,,,,,,,,1.18,13.71,209.65,50.43,
Diemen-Lelystad 380 Z,49T000000000010L,TENNET NL,Diemen,Lelystad,380,2800.00,3100.00,,,,,,,,1.18,13.71,209.65,50.43,
Boxmeer-Dodewaard 380 Z,49T000000000006C,TENNET NL,Dodewaard,Boxmeer,380,2500.00,2875.00,,,,,,,,0.97,11.42,171.59,41.70,
Dodewaard-Doetinchem 380 W,49T000000000011J,TENNET NL,Dodewaard,Doetinchem,380,2500.00,3100.00,,,,,,,,1.16,12.37,192.86,45.40,
Dodewaard-Doetinchem 380 Z,49T000000000012H,TENNET NL,Dodewaard,Doetinchem,380,2500.00,3100.00,,,,,,,,1.16,12.37,192.86,45.40,
Doetinchem-Hengelo 380 W,49T000000000014D,TENNET NL,Doetinchem,Hengelo,380,2500.00,3100.00,,,,,,,,1.49,16.04,247.78,58.65,
Doetinchem-Hengelo 380 Z,49T000000000015B,TENNET NL,Doetinchem,Hengelo,380,2500.00,3100.00,,,,,,,,1.49,16.04,247.78,58.65,
Eemshaven - Eemshaven het Hogeland 380 Zwart,49T000000000105A,TENNET NL,Eemshaven,Eemshaven het Hogeland,380,4000.00,4000.00,,,,,,,,0.01,0.13,58.86,0.80,
Eemshaven Oude Schip -Eemshaven 380 W,49T0000000000177,TENNET NL,Eemshaven,Eemshaven Oude Schip,380,4000.00,4000.00,,,,,,,,0.02,0.33,6.92,1.44,
Eemshaven Oude Schip -Eemshaven 380 Z,49T0000000000185,TENNET NL,Eemshaven,Eemshaven Oude Schip,380,4000.00,4000.00,,,,,,,,0.02,0.33,6.92,1.44,
Eemshaven-Meeden 380 W,49T000000000004G,TENNET NL,Eemshaven,Meeden,380,4000.00,4000.00,,,,,,,,0.52,8.82,182.37,36.80,
Eemshaven-Eemshaven Oost 220 W,49T000000000193O,TENNET NL,Eemshaven,Eemshaven Oost,220,600.00,600.00,,,,,,,,0.08,0.10,135.04,0.93,
Eemshaven-Eemshaven Oost 220 Z,49T000000000194M,TENNET NL,Eemshaven,Eemshaven Oost,220,600.00,600.00,,,,,,,,0.08,0.10,135.04,0.93,
Eemshaven-Robbenplaat 220 A,49T000000000195K,TENNET NL,Eemshaven,Robbenplaat,220,4000.00,4000.00,,,,,,,,0.00,0.05,9.22,0.04,
Eemshaven-Robbenplaat 220 B,49T000000000196I,TENNET NL,Eemshaven,Robbenplaat,220,4000.00,4000.00,,,,,,,,0.00,0.05,9.22,0.04,
Eemshaven het Hogeland - Meeden 380 Zwart,49T0000000001068,TENNET NL,Eemshaven het Hogeland,Meeden,380,4000.00,4000.00,,,,,,,,0.52,8.82,182.37,37.20,
Eemshaven het Hogeland-Weiwerd 220G,49T0000000002161,TENNET NL,Eemshaven het Hogeland,Weiwerd,220,2300.00,2500.00,,,,,,,,0.40,5.78,0.00,23.20,
Eemshaven Oude Schip-Doekegat 380 W,49T0000000000541,TENNET NL,Eemshaven Oude Schip,Doekegat,380,4000.00,4000.00,,,,,,,,0.02,0.28,4.15,1.00,
Eemshaven Oude Schip-Doekegat 380 Z,49T0000000000533,TENNET NL,Eemshaven Oude Schip,Doekegat,380,4000.00,4000.00,,,,,,,,0.02,0.28,4.15,1.00,
Ens-Zwolle 380 W,49T000000000024A,TENNET NL,Ens,Zwolle,380,2500.00,3100.00,,,,,,,,0.81,8.75,135.37,32.00,
Ens-Zwolle 380 Z,49T0000000000258,TENNET NL,Ens,Zwolle,380,2500.00,3100.00,,,,,,,,0.81,8.75,135.37,32.00,
Geertruidenberg-Eindhoven 380 G,49T0000000000193,TENNET NL,Geertruidenberg,Eindhoven,380,2500.00,3100.00,,,,,,,,1.47,19.03,244.97,63.90,
Geertruidenberg-Eindhoven 380 W,49T000000000020I,TENNET NL,Geertruidenberg,Eindhoven,380,2500.00,2500.00,,,,,,,,1.50,19.03,244.33,63.90,
Geertruidenberg-Eindhoven 380 Z,49T000000000021G,TENNET NL,Geertruidenberg,Eindhoven,380,2500.00,3100.00,,,,,,,,1.51,19.13,245.63,63.90,
Hessenweg-Ens 220 W,49T000000000197G,TENNET NL,Hessenweg,Ens,220,2500.00,2500.00,,,,,,,,0.75,8.26,138.12,31.41,
Hessenweg-Ens 220 Z,49T000000000198E,TENNET NL,Hessenweg,Ens,220,2500.00,2500.00,,,,,,,,0.75,8.26,138.12,31.41,
Hessenweg-Zeyerveen 220 W,49T000000000199C,TENNET NL,Hessenweg,Zeyerveen,220,2500.00,2750.00,,,,,,,,1.30,18.72,230.91,64.05,
Hessenweg-Zeyerveen 220 Z,49T000000000200G,TENNET NL,Hessenweg,Zeyerveen,220,2500.00,2750.00,,,,,,,,1.30,18.72,230.91,64.05,
Krimpen a/d IJssel-Bleiswijk 380 W,49T0000000000452,TENNET NL,Krimpen a/d IJssel,Bleiswijk,380,4000.00,4000.00,,,,,,,,0.28,4.52,88.98,18.56,
Krimpen a/d IJssel-Bleiswijk 380 Z,49T0000000000444,TENNET NL,Krimpen a/d IJssel,Bleiswijk,380,4000.00,4000.00,,,,,,,,0.28,4.52,88.98,18.56,
Krimpen a/d IJssel-Breukelen Kortrijk 380 W,49T0000000000266,TENNET NL,Krimpen a/d IJssel,Breukelen Kortrijk,380,2500.00,2500.00,,,,,,,,0.90,10.59,275.96,37.52,
Krimpen a/d Ijssel-Diemen 380 Z,49T000000000220A,TENNET NL,Krimpen a/d IJssel,Diemen,380,2500.00,2500.00,,,,,,,,1.36,15.90,410.26,58.10,
Krimpen a/d IJssel-Geertruidenberg 380 W,49T0000000000274,TENNET NL,Krimpen a/d IJssel,Geertruidenberg,380,2826.00,3300.00,,,,,,,,0.80,9.31,139.98,34.02,
Krimpen a/d IJssel-Geertruidenberg 380 Z,49T0000000000282,TENNET NL,Krimpen a/d IJssel,Geertruidenberg,380,2826.00,3300.00,,,,,,,,0.80,9.31,139.98,34.02,
Lelystad-Ens 380 W,49T000000000022E,TENNET NL,Lelystad,Ens,380,4000.00,4000.00,,,,,,,,0.49,5.72,87.00,21.00,
Lelystad-Ens 380 Z,49T000000000023C,TENNET NL,Lelystad,Ens,380,4000.00,4000.00,,,,,,,,0.49,5.72,87.00,21.00,
Louwsmeer-Bergum 220 W,49T0000000000614,TENNET NL,Louwsmeer,Bergum,220,2500.00,2500.00,,,,,,,,0.26,2.85,47.70,10.85,
Louwsmeer-Bergum 220 Z,49T0000000000622,TENNET NL,Louwsmeer,Bergum,220,2500.00,2500.00,,,,,,,,0.26,2.85,47.70,10.85,
Louwsmeer-Oudehaske 220 W,49T000000000064Z,TENNET NL,Louwsmeer,Oudehaske,220,2500.00,2750.00,,,,,,,,0.68,7.49,125.26,28.49,
Louwsmeer-Oudehaske 220 Z,49T000000000065X,TENNET NL,Louwsmeer,Oudehaske,220,2500.00,2750.00,,,,,,,,0.68,7.49,125.26,28.49,
Maasbracht-Boxmeer 380 Z,49T000000000007A,TENNET NL,Maasbracht,Boxmeer,380,2500.00,2875.00,,,,,,,,1.35,15.86,238.25,57.90,
Maasbracht-Dodewaard 380 W,49T000000000013F,TENNET NL,Maasbracht,Dodewaard,380,2500.00,2500.00,,,,,,,,2.32,27.28,409.83,99.60,
Maasbracht-Eindhoven 380 W,49T0000000000290,TENNET NL,Maasbracht,Eindhoven,380,2826.00,3300.00,,,,,,,,1.13,13.35,200.56,48.74,
Maasbracht-Eindhoven 380 Z,49T000000000030F,TENNET NL,Maasbracht,Eindhoven,380,2826.00,3300.00,,,,,,,,1.13,13.35,200.56,48.74,
Maasvlakte-Simonshaven 380 W,49T0000000000371,TENNET NL,Maasvlakte,Simonshaven,380,4000.00,4000.00,,,,,,,,0.40,6.30,125.66,26.00,
Maasvlakte-Simonshaven 380 Z,49T000000000039Y,TENNET NL,Maasvlakte,Simonshaven,380,4000.00,4000.00,,,,,,,,0.40,6.30,125.66,26.00,
Westerlee-Maasvlakte 380 W,49T000000000069P,TENNET NL,Maasvlakte,Westerlee,380,4000.00,4000.00,,,,,,,,0.28,12.03,224.01,20.43,
Westerlee-Maasvlakte 380 Z,49T0000000000703,TENNET NL,Maasvlakte,Westerlee,380,4000.00,4000.00,,,,,,,,0.28,12.03,224.01,20.43,
